Entry,Entry_species,Species,Population,Date,ID,Flower_No.,Length_mm,Width_mm,Ratio_len/wid,Multiplied,Multiplied_cm,Tunnel_len,Entr_len,Entr_Height,Photo_ID,Comments,Flowers_total,Marked,Wilted,Fruits_marked,Fruits_notmarked,Fruits_total,Fruit,seeds,weight,Avg.weight
403,293,I.petrana,YER,2023-03-28,200,3,42.0,50.7,0.8284023668639052,2129.4,21.294,27.7,16.3,8.9,124555,,,,,,,,0.0,0.0,0.0,0.0
404,55,I.petrana,YER,2023-03-16,201,1,58.4,57.0,1.024561403508772,3328.7999999999997,33.288,29.2,11.7,9.3, - ,,4.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
405,217,I.petrana,YER,2023-03-22,201,2,49.4,67.5,0.7318518518518519,3334.5,33.345,32.0,15.8,13.5,111759,,,,,,,,1.0,6.0,260.8,43.46666666666667
406,218,I.petrana,YER,2023-03-22,201,3,54.3,55.8,0.9731182795698925,3029.9399999999996,30.2994,32.2,11.9,9.1,111806,,,,,,,,0.0,0.0,0.0,0.0
407,50,I.petrana,YER,2023-03-16,202,1,54.1,60.0,0.9016666666666667,3246.0,32.46,31.3,14.9,1900-01-11 21:36:00,104114,,2.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,108.3,27.075
408,214,I.petrana,YER,2023-03-22,202,2,52.3,45.8,1.1419213973799127,2395.3399999999997,23.9534,23.9,14.4,10,105440,,,,,,,,0.0,0.0,0.0,0.0
409,105,I.petrana,YER,2023-03-16,204,1,50.3,55.2,0.911231884057971,2776.56,27.7656,27.7,13.6,7.9,40153,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,31.0,1218.8,39.31612903225806
410,56,I.petrana,YER,2023-03-16,206,1,54.2,64.3,0.8429237947122863,3485.06,34.8506,26.2,10.9,8.6,105605,,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
411,57,I.petrana,YER,2023-03-16,211,1,45.4,43.3,1.048498845265589,1965.8199999999997,19.6582,19.6,9.1,8.2,110148,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,178,I.petrana,YER,2023-03-19,213,1,49.2,63.8,0.7711598746081505,3138.96,31.389599999999998,29.8,13.3,7.7,125150,Small seeds,2.0,1.0,1.0,1.0,1.0,2.0,1.0,28.0,518.8,18.52857142857143
413,230,I.petrana,YER,2023-03-22,217,1,56.0,54.0,1.037037037037037,3024.0,30.24,28.7,13.4,10.4,120602+120608,117 in Samer's notes,5.0,2.0,3.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0
414,231,I.petrana,YER,2023-03-22,217,2,59.9,55.5,1.0792792792792794,3324.45,33.2445,27.9,14.0,10.4,120621+120625,117 in Samer's notes,,,,,,,1.0,0.0,0.0,0.0
415,179,I.petrana,YER,2023-03-19,223,1,48.0,56.0,0.8571428571428571,2688.0,26.88,27.8,12.5,7.3,130345,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
416,148,I.petrana,YER,2023-03-19,226,1,41.7,63.2,0.6598101265822784,2635.4400000000005,26.354400000000002,27.2,11.9,7.6,111318,,3.0,1.0,2.0,1.0,0.0,1.0,1.0,5.0,131.5,26.3
417,213,I.petrana,YER,2023-03-22,228,1,47.1,49.9,0.9438877755511023,2350.29,23.5029,25.1,12.5,10.2,105150,Flower not found,2.0,1.0,1.0,,1.0,,,,,
418,119,I.petrana,YER,2023-03-16,232,1,54.0,53.4,1.0112359550561798,2883.6,28.836000000000002,26.4,14.6,13.6,45424+45526,,6.0,3.0,3.0,2.0,2.0,4.0,1.0,27.0,782.1,28.96666666666667
419,120,I.petrana,YER,2023-03-16,232,2,50.7,48.0,1.0562500000000001,2433.6000000000004,24.336000000000002,28.0,14.0,13.3,45455,,,,,,,,1.0,5.0,77.4,15.48
420,229,I.petrana,YER,2023-03-22,232,3,51.0,52.6,0.9695817490494296,2682.6,26.825999999999997,27.0,13.3,6.9,114840,,,,,,,,0.0,0.0,0.0,0.0
421,14,I.petrana,YER,2023-03-09,234,1,55.0,48.2,1.1410788381742738,2651.0,26.51,21.8,10.3,10.2,112956,,17.0,8.0,9.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0
422,65,I.petrana,YER,2023-03-16,234,2,41.9,45.9,0.9128540305010894,1923.2099999999998,19.232099999999996,22.2,12.7,11.8,114508+114513,,,,,,,,1.0,16.0,256.8,16.05
423,66,I.petrana,YER,2023-03-16,234,3,50.0,54.6,0.9157509157509157,2730.0,27.3,25.5,13.5,13.9,114525,,,,,,,,1.0,24.0,518.7,21.6125
424,67,I.petrana,YER,2023-03-16,234,4,47.8,49.5,0.9656565656565655,2366.1,23.660999999999998,26.2,12.3,10.9,114540,,,,,,,,0.0,0.0,0.0,0.0
425,68,I.petrana,YER,2023-03-16,234,5,42.2,47.1,0.8959660297239915,1987.6200000000001,19.876200000000004,22.8,12.6,11.5,114552,,,,,,,,0.0,0.0,0.0,0.0
426,69,I.petrana,YER,2023-03-16,234,6,46.1,47.8,0.9644351464435147,2203.58,22.0358,22.6,12.2,10.6,114607,,,,,,,,0.0,0.0,0.0,0.0
427,70,I.petrana,YER,2023-03-16,234,7,45.9,44.9,1.022271714922049,2060.91,20.6091,21.2,13.1,11.9,114618,,,,,,,,1.0,15.0,372.1,24.80666666666667
428,232,I.petrana,YER,2023-03-22,234,8,41.0,41.1,0.9975669099756691,1685.1000000000001,16.851,23.6,12.0,9.5,124113,,,,,,,,0.0,0.0,0.0,0.0
429,188,I.petrana,YER,2023-03-19,235,1,58.3,70.8,0.8234463276836158,4127.639999999999,41.2764,28.9,15.2,10.8,134646,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,26.0,612.4,23.553846153846152
430,5,I.petrana,YER,2023-03-09,237,1,61.9,62.1,0.9967793880837359,3843.99,38.439899999999994,27.8,10.7,6.7,103556,,24.0,8.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
431,6,I.petrana,YER,2023-03-09,237,2,42.9,50.6,0.8478260869565217,2170.74,21.707400000000003,22.6,9.5,5.4,103615,,,,,,,,0.0,0.0,0.0,0.0
432,81,I.petrana,YER,2023-03-16,237,3,47.9,52.7,0.9089184060721062,2524.33,25.2433,25.7,11.9,6.6,121949,127 in size pages,,,,,,,0.0,0.0,0.0,0.0
433,82,I.petrana,YER,2023-03-16,237,4,47.8,50.7,0.942800788954635,2423.46,24.234599999999997,21.7,9.3,6.1,122011,127 in size pages,,,,,,,0.0,0.0,0.0,0.0
434,83,I.petrana,YER,2023-03-16,237,5,47.9,59.4,0.8063973063973064,2845.2599999999998,28.452599999999997,23.6,10.6,7.8,122034,"127 in size pages, 234 in image",,,,,,,0.0,0.0,0.0,0.0
435,84,I.petrana,YER,2023-03-16,237,6,49.0,57.9,0.846286701208981,2837.1,28.371000000000002,21.0,12.0,7,122048,127 in size pages,,,,,,,1.0,8.0,132.0,16.5
436,85,I.petrana,YER,2023-03-16,237,7,44.3,53.1,0.8342749529190207,2352.33,23.5233,22.3,9.0,5.7,122109,127 in size pages,,,,,,,0.0,0.0,0.0,0.0
437,86,I.petrana,YER,2023-03-16,237,8,52.6,66.9,0.7862481315396113,3518.9400000000005,35.1894,27.7,13.0,9.2,122133,127 in size pages,,,,,,,1.0,5.0,208.1,41.62
438,180,I.petrana,YER,2023-03-19,238,1,64.8,62.6,1.035143769968051,4056.48,40.5648,26.0,13.2,11.7,131535+131540,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
439,276,I.petrana,YER,2023-03-28,238,2,72.0,57.4,1.2543554006968642,4132.8,41.328,28.7,13.9,12.3,100700,,,,,,,,0.0,0.0,0.0,0.0
440,280,I.petrana,YER,2023-03-28,241,1,40.1,53.5,0.7495327102803738,2145.35,21.4535,20.8,11.4,7.5,103349+103416,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,16.1,8.05
441,16,I.petrana,YER,2023-03-09,900,1,74.9,47.0,1.5936170212765959,3520.3,35.203,34.8,17.0,10.4,120220,,3.0,2.0,1.0,2.0,1.0,3.0,1.0,76.0,1952.1,25.685526315789474
442,17,I.petrana,YER,2023-03-09,900,2,65.1,69.5,0.9366906474820144,4524.45,45.2445,35.0,13.6,13.5,120255,,,,,,,,1.0,39.0,1977.8,50.712820512820514
443,58,I.petrana,YER,2023-03-16,902,1,43.1,45.9,0.9389978213507626,1978.29,19.7829,22.4,15.2,12.9,110426,,4.0,2.0,2.0,2.0,1.0,3.0,1.0,10.0,180.0,18.0
444,292,I.petrana,YER,2023-03-28,902,2,54.2,48.5,1.1175257731958763,2628.7000000000003,26.287,25.8,14.8,10.8,123836+123855,,,,,,,,1.0,11.0,145.9,13.263636363636364
445,109,I.petrana,YER,2023-03-16,903,1,57.2,67.1,0.8524590163934428,3838.12,38.3812,27.4,12.0,12,42416,,4.0,3.0,1.0,3.0,1.0,4.0,1.0,25.0,444.9,17.796
446,226,I.petrana,YER,2023-03-22,903,2,47.4,53.0,0.8943396226415095,2512.2,25.122,27.2,12.4,9.9,114007,,,,,,,,1.0,24.0,324.2,13.508333333333333
447,295,I.petrana,YER,2023-03-28,903,3,53.3,55.0,0.969090909090909,2931.5,29.315,31.5,14.1,6.3,130211,,,,,,,,1.0,7.0,68.9,9.842857142857143
448,117,I.petrana,YER,2023-03-16,905,1,48.0,61.2,0.7843137254901961,2937.6000000000004,29.375999999999998,33.0,12.8,10.9,45022,,4.0,3.0,1.0,3.0,1.0,4.0,1.0,22.0,875.1,39.77727272727273
449,116,I.petrana,YER,2023-03-16,905,2,66.8,61.9,1.0791599353796446,4134.92,41.349199999999996,30.6,13.0,11.5,45036,,,,,,,,1.0,36.0,1377.3,38.25833333333333
450,118,I.petrana,YER,2023-03-16,905,3,55.0,59.3,0.927487352445194,3261.5,32.614999999999995,30.6,11.3,9.8,45046+45050,,,,,,,,1.0,18.0,598.4,33.24444444444444
451,183,I.petrana,YER,2023-03-19,911,1,64.2,68.4,0.9385964912280701,4391.280000000001,43.912800000000004,30.7,15.3,9.8,133749,,5.0,4.0,1.0,3.0,1.0,4.0,1.0,37.0,1020.0,27.56756756756757
452,184,I.petrana,YER,2023-03-19,911,2,53.7,61.7,0.8703403565640194,3313.2900000000004,33.1329,28.5,13.2,11,133757,,,,,,,,1.0,22.0,747.8,33.99090909090909
453,185,I.petrana,YER,2023-03-19,911,3,56.6,55.2,1.0253623188405796,3124.32,31.2432,25.7,10.2,11.7,133826,,,,,,,,0.0,0.0,0.0,0.0
454,278,I.petrana,YER,2023-03-28,911,4,59.7,56.4,1.0585106382978724,3367.08,33.6708,29.0,13.5,10.9,101525+101530,,,,,,,,1.0,7.0,210.1,30.014285714285712
455,189,I.petrana,YER,2023-03-19,914,1,61.7,68.7,0.8981077147016012,4238.79,42.3879,24.8,12.3,11.1,140121,,4.0,2.0,2.0,2.0,2.0,4.0,1.0,50.0,1257.7,25.154
456,190,I.petrana,YER,2023-03-19,914,2,65.1,63.4,1.0268138801261828,4127.339999999999,41.273399999999995,26.9,14.2,8.7,140128,,,,,,,,1.0,16.0,338.7,21.16875
457,215,I.petrana,YER,2023-03-22,917,1,54.0,63.1,0.8557844690966719,3407.4,34.074000000000005,27.5,11.2,8.8,110827,,4.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
458,51,I.petrana,YER,2023-03-16,918,1,56.9,57.4,0.9912891986062717,3266.06,32.660599999999995,31.7,15.6,9.2,104814,,7.0,5.0,2.0,4.0,2.0,6.0,1.0,28.0,989.2,35.32857142857143
459,52,I.petrana,YER,2023-03-16,918,2,62.8,54.9,1.1438979963570128,3447.72,34.477199999999996,30.3,12.4,9.6,104831,,,,,,,,1.0,41.0,1157.6,28.23414634146341
460,53,I.petrana,YER,2023-03-16,918,3,61.8,60.6,1.0198019801980198,3745.08,37.4508,33.4,12.6,8,104858,,,,,,,,1.0,50.0,1482.4,29.648000000000003
461,54,I.petrana,YER,2023-03-16,918,4,56.0,63.2,0.8860759493670886,3539.2000000000003,35.391999999999996,34.4,16.0,7.7,104910,,,,,,,,1.0,35.0,1251.6,35.76
462,216,I.petrana,YER,2023-03-22,918,5,50.0,50.4,0.9920634920634921,2520.0,25.2,26.4,12.3,9.2,111249,,,,,,,,0.0,0.0,0.0,0.0
463,279,I.petrana,YER,2023-03-28,920,1,53.5,53.5,1.0,2862.25,28.622499999999995,24.3,13.4,11.5,102606,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,201.6,33.6
464,106,I.petrana,YER,2023-03-16,921,1,57.8,53.3,1.0844277673545966,3080.74,30.807399999999998,27.1,13.0,9.9,40614,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,60.0,586.5,9.775
